x0,y0,v0,x1,y1,v1,x2,y2,v2,x3,y3,v3,x4,y4,v4,x5,y5,v5,x6,y6,v6,x7,y7,v7,x8,y8,v8,x9,y9,v9,x10,y10,v10,Label,Technique
0.5977565050125122,0.3370784521102905,1.0,0.49109020829200745,0.3181554973125458,1.0,0.5989003777503967,0.40983763337135315,1.0,0.44952332973480225,0.39070260524749756,1.0,0.614217221736908,0.4765484929084778,1.0,0.4620855450630188,0.46096259355545044,1.0,0.561665952205658,0.46963515877723694,1.0,0.4911687672138214,0.46558576822280884,1.0,0.5793150663375854,0.569308876991272,1.0,0.5011038780212402,0.5702833533287048,1.0,0.5800319314002991,0.6911448240280151,1.0,Conventional_Deadlift,1
0.597643256187439,0.33663418889045715,1.0,0.4910741448402405,0.31799715757369995,1.0,0.5988937616348267,0.40910401940345764,1.0,0.45088738203048706,0.3904452621936798,1.0,0.6145126223564148,0.4752311110496521,1.0,0.46209627389907837,0.4586692452430725,1.0,0.5633372664451599,0.46491026878356934,1.0,0.4957196116447449,0.46043485403060913,1.0,0.5784358382225037,0.5700975656509399,1.0,0.501279354095459,0.5693994164466858,1.0,0.5802737474441528,0.6896651983261108,1.0,Conventional_Deadlift,1
0.5976999402046204,0.33663031458854675,1.0,0.4926214814186096,0.3176047205924988,1.0,0.6001296639442444,0.40882301330566406,1.0,0.4526291489601135,0.389384925365448,1.0,0.616034209728241,0.4747721254825592,1.0,0.4620988070964813,0.45532792806625366,1.0,0.5651528239250183,0.46354061365127563,1.0,0.4981754720211029,0.457722008228302,1.0,0.5768944025039673,0.5713658332824707,1.0,0.5012794137001038,0.5694097280502319,1.0,0.5845795273780823,0.6908755302429199,1.0,Conventional_Deadlift,1
0.5995029211044312,0.3366720974445343,1.0,0.49496057629585266,0.3175066113471985,1.0,0.6041149497032166,0.40882939100265503,1.0,0.4552154839038849,0.38884249329566956,1.0,0.618736207485199,0.4739798605442047,1.0,0.4624369740486145,0.4541301727294922,1.0,0.5679765343666077,0.4622229039669037,1.0,0.5003191828727722,0.4562279284000397,1.0,0.576764702796936,0.5719040036201477,1.0,0.5013329386711121,0.569358229637146,1.0,0.5893762111663818,0.6916930675506592,1.0,Conventional_Deadlift,1
0.6057344079017639,0.336302250623703,1.0,0.49800732731819153,0.3170488476753235,1.0,0.6099210381507874,0.4088326096534729,1.0,0.45735445618629456,0.3882259726524353,1.0,0.6230050325393677,0.47398337721824646,1.0,0.4630128741264343,0.45346322655677795,1.0,0.5715101957321167,0.4608546793460846,1.0,0.5022323727607727,0.4547085165977478,1.0,0.5766880512237549,0.5720203518867493,1.0,0.5020496845245361,0.56937575340271,1.0,0.5916146039962769,0.692685604095459,1.0,Conventional_Deadlift,1
0.6128637194633484,0.3364564776420593,1.0,0.5039838552474976,0.31679821014404297,1.0,0.6155656576156616,0.41011160612106323,1.0,0.46094849705696106,0.3879798948764801,1.0,0.6272436380386353,0.47484707832336426,1.0,0.4645310640335083,0.45252925157546997,1.0,0.5749674439430237,0.46120285987854004,1.0,0.5050632357597351,0.4544803500175476,1.0,0.5766486525535583,0.572189450263977,1.0,0.503646969795227,0.5693868398666382,1.0,0.5908725261688232,0.6924934387207031,1.0,Conventional_Deadlift,1
0.6170899271965027,0.33684855699539185,1.0,0.5085425972938538,0.31640860438346863,1.0,0.6190397143363953,0.41144290566444397,1.0,0.4642206132411957,0.3874528706073761,1.0,0.6305183172225952,0.475818008184433,1.0,0.46576109528541565,0.45146411657333374,1.0,0.5766903162002563,0.46152210235595703,1.0,0.5060232877731323,0.45453470945358276,1.0,0.5767351388931274,0.5721448659896851,1.0,0.5079455375671387,0.5694162249565125,1.0,0.591113269329071,0.6922347545623779,1.0,Conventional_Deadlift,1
0.6241054534912109,0.33872148394584656,1.0,0.5131806135177612,0.31630319356918335,1.0,0.6236782670021057,0.4126625061035156,1.0,0.4680124819278717,0.3873918950557709,1.0,0.635675311088562,0.47650933265686035,1.0,0.46731099486351013,0.4507276117801666,1.0,0.5792510509490967,0.4621813893318176,1.0,0.5075918436050415,0.4549780786037445,1.0,0.577161431312561,0.5721272230148315,1.0,0.5131995677947998,0.5689671039581299,1.0,0.591802179813385,0.692620575428009,1.0,Conventional_Deadlift,1
0.6298701167106628,0.3404555916786194,1.0,0.5168761014938354,0.3162905275821686,1.0,0.6285647749900818,0.4142376780509949,1.0,0.4718872308731079,0.38737061619758606,1.0,0.6410627365112305,0.4774748384952545,1.0,0.469253808259964,0.45073556900024414,1.0,0.5836945176124573,0.46369194984436035,1.0,0.511553943157196,0.45556989312171936,1.0,0.579054594039917,0.5727251172065735,1.0,0.5165407061576843,0.5703718662261963,1.0,0.5936974287033081,0.6937525868415833,1.0,Conventional_Deadlift,1
0.6403353214263916,0.3409948945045471,1.0,0.5195389986038208,0.3162826895713806,1.0,0.636103093624115,0.4145146906375885,1.0,0.4752843976020813,0.3873855471611023,1.0,0.6492894887924194,0.478217214345932,1.0,0.47254127264022827,0.4500509202480316,1.0,0.5886444449424744,0.46375447511672974,1.0,0.5143730044364929,0.4556539058685303,1.0,0.5806801915168762,0.5726876258850098,1.0,0.5188575983047485,0.5708072185516357,1.0,0.5940312743186951,0.693941056728363,1.0,Conventional_Deadlift,1
